U32|2024/3/7|2024|1|U1191|8.18|4.06|7.08|18.83|6.72|2.09|15.2|2.65|1.57|1|1|39|02|0|75|4|1|华为|9341.2|15852.57|41307.52|79213.36|13226.9|10949.81|23033.85|34878.4|39061.84|10170.05|17603.93|6845.55|21421.52|35864.21|905.02|2890.75|4037.33|0.65|0.4|0.84|0.76|0.51|0.62|0.69|19101.57|373.8|0.26|972.98|1897.07|3618.86|18693.67|43014.55|94392.33|36133.46|218597.24|542604.77|17901.97|40058.54|84226.91|0.41|0.98|0.27
U33|2024/3/16|2024|1|U2008|4.37|1.36|13.24|11.8|1.14|23.67|2.88|0.21|1.04|2|0|24|04|0|110|2|0|小米|15562.51|10523.95|69635.49|87290.43|18208.82|26061.88|21709.08|25697.11|48065.63|10425.81|18895.72|5637.67|15967.39|20766.16|565.54|3457.65|2586.97|0.3|0.35|0.14|0.45|0.78|1.0|0.02|16834.96|319.06|0.37|799.87|64.68|2147.66|12022.7|30456.57|70245.37|46941.14|280629.76|549599.57|15718.11|54188.51|92923.27|1.79|0.43|0.12
U34|2024/3/7|2024|1|U2134|6.66|4.6|4.93|17.52|1.21|11.52|16.9|6.18|1.44|3|0|47|05|1|41|4|1|小米|16771.23|34523.79|62800.21|126457.8|11579.09|29820.64|16258.57|48949.3|55772.0|11627.07|11929.78|6656.47|19816.19|22420.34|742.68|1776.58|1033.76|0.43|0.74|0.99|0.23|0.3|0.82|0.87|13219.8|298.03|0.59|533.36|163.0|3557.32|12139.33|44071.17|82017.82|37333.72|194734.82|407056.84|19529.71|40398.26|74827.12|0.46|1.58|1.57
U35|2024/3/1|2024|1|U324|2.92|4.49|13.51|12.93|1.18|11.38|2.9|1.12|3.44|1|0|31|02|0|41|4|0|vivo|19002.18|27090.77|82865.92|139642.75|16565.6|21640.85|12941.92|38917.13|56626.88|15719.29|8571.36|6268.1|10534.2|33808.74|1409.18|1111.28|4354.89|0.01|0.3|0.44|0.52|0.13|0.42|0.9|23396.4|334.07|0.64|861.1|1314.62|432.93|18776.87|30974.57|77581.46|52299.36|151808.36|427185.26|19243.42|53247.77|94833.39|1.25|0.69|0.4
U36|2024/3/26|2024|1|U1860|8.53|0.02|14.82|19.76|7.43|29.47|0.8|5.46|2.99|0|1|26|02|0|98|3|0|vivo|15399.83|17311.75|45454.97|120047.55|21789.67|10568.25|25168.28|45585.76|32474.29|13199.21|13886.68|5825.44|10097.48|34352.21|1064.25|1297.52|1123.46|0.47|0.03|0.49|0.59|0.31|0.3|0.48|15027.21|270.47|0.63|541.79|1799.68|3599.07|10218.43|54458.68|73787.04|43379.81|271024.51|466855.54|20727.76|43321.74|88602.33|1.95|0.05|1.33
U37|2024/3/8|2024|1|U1569|6.36|0.99|13.58|10.43|8.83|5.26|7.65|8.25|1.17|1|0|22|04|1|56|3|1|小米|15165.05|41400.54|40815.27|67357.08|18138.21|16380.49|11072.51|20622.92|60669.63|13312.05|16533.56|5417.79|25293.83|36348.0|596.32|1289.41|3766.56|0.61|0.93|0.93|0.79|0.78|0.37|0.34|21988.34|266.88|0.49|239.37|886.99|218.07|14370.03|47291.69|78059.7|59228.95|272835.77|332330.46|21406.69|42227.88|81811.17|1.07|1.73|0.86
U38|2024/3/22|2024|1|U2995|3.79|4.06|12.24|16.44|0.21|17.69|8.91|7.97|0.56|2|1|31|01|0|40|1|1|OPPO|15376.53|33830.54|98477.13|81373.02|22356.36|19331.54|26691.22|47468.25|66444.53|11238.09|17498.22|4177.66|15699.65|26652.31|1058.18|2996.83|3663.89|0.52|0.12|0.02|0.52|0.56|0.43|0.09|15572.12|381.15|0.62|475.85|1334.13|3120.47|17656.4|46157.09|65928.44|46171.11|239942.78|540511.89|21987.13|49624.38|81404.29|1.86|1.19|0.19
U39|2024/3/25|2024|1|U3392|5.64|0.64|1.21|3.99|3.34|6.65|15.17|0.82|0.56|3|1|31|02|1|81|4|1|苹果|9359.07|29666.18|37662.24|61715.52|28088.31|25042.67|25945.07|47740.57|72045.3|12388.83|8056.1|5837.61|26556.4|32709.4|1420.36|2099.69|2674.1|0.42|0.78|0.34|0.98|0.81|0.12|0.54|23949.13|518.63|0.4|481.81|742.59|3854.46|11753.52|38111.73|89264.18|48119.2|194399.06|529946.54|16972.57|52470.61|88651.49|0.56|0.46|1.17
U40|2024/3/12|2024|1|U1941|6.84|3.08|10.79|13.63|0.57|12.4|4.62|8.73|1.81|0|0|18|02|1|104|5|0|小米|13233.82|24531.1|81717.93|60727.31|17376.32|18512.17|28846.45|35734.91|62901.43|19742.16|8062.34|3073.5|10842.65|20797.26|1436.77|2377.27|1989.06|0.68|0.57|0.57|0.17|0.3|0.44|0.51|14642.81|521.7|0.06|451.05|1846.33|2500.27|11569.1|30656.7|73228.58|31096.94|262299.27|430606.57|24283.75|42408.56|83152.46|0.75|0.31|1.18
U41|2024/3/27|2024|1|U1891|8.61|4.86|13.24|1.14|7.18|25.02|2.24|7.91|0.74|0|1|49|04|1|76|1|0|vivo|7504.43|14594.84|86858.83|113743.43|21083.11|21599.38|27534.59|47452.76|31564.64|14061.47|8822.84|4211.3|24065.6|36804.67|1270.51|3478.72|1427.54|0.29|0.03|0.41|0.52|0.63|0.55|0.2|14990.65|242.46|0.96|775.55|260.91|2531.48|16507.7|48765.84|70374.31|32679.42|240744.43|339704.41|15965.35|47000.7|92194.2|1.79|0.18|1.19
U42|2024/3/23|2024|1|U302|5.38|0.98|2.39|2.3|2.58|3.64|15.59|1.52|3.66|2|0|38|03|1|79|4|0|OPPO|8522.04|34732.7|67853.93|139603.04|22843.88|23401.83|21971.08|46089.26|37107.08|16859.86|13671.41|6847.07|29586.38|27317.38|1167.15|2939.87|2510.35|0.59|0.78|0.72|0.88|0.42|0.42|0.15|19203.27|299.28|0.13|440.43|912.18|2295.69|16329.66|52197.93|69797.75|35027.89|275106.38|520048.93|19815.73|41501.79|90019.48|1.74|1.02|0.02
U43|2024/3/10|2024|1|U3466|3.72|2.24|9.95|10.65|7.36|18.84|9.26|5.04|1.81|3|1|44|05|1|77|2|1|华为|11772.03|48304.71|42741.15|136542.83|10231.01|10980.4|11834.67|39683.19|42410.38|12906.61|17057.82|6618.86|23822.02|20501.07|535.24|3683.87|1181.39|0.86|0.13|0.27|0.75|0.4|0.91|0.49|13220.63|544.36|0.87|775.51|506.04|1561.7|16527.66|44868.07|72680.44|47454.52|172215.97|403348.32|19052.08|50724.88|96766.93|0.8|0.87|1.72
U44|2024/3/19|2024|1|U2756|3.15|0.07|3.57|11.32|4.64|19.79|9.39|1.87|2.4|2|1|20|05|0|82|3|1|vivo|6893.37|37751.58|67671.91|98894.68|18495.33|28553.92|11787.11|38805.41|48368.37|13853.38|12933.12|6226.83|22634.86|22216.96|1300.07|2619.18|1443.4|0.67|0.07|0.57|0.09|0.58|0.6|0.89|5066.33|442.47|0.4|377.4|141.67|1170.8|10425.21|37772.11|84673.18|36942.2|208077.67|441401.94|22617.7|43173.41|87579.06|0.16|1.85|1.81
U45|2024/3/21|2024|1|U765|4.91|4.01|6.24|13.87|7.97|10.99|1.77|1.78|0.14|2|1|45|01|0|103|1|0|OPPO|5650.3|40509.6|35232.21|115563.13|16216.26|10752.35|19686.91|22385.2|76168.17|13611.51|17497.8|3239.97|26145.22|30862.34|615.91|2721.93|4058.32|0.51|0.01|0.64|0.34|0.12|0.64|0.41|8548.91|261.64|0.69|151.12|1574.91|3677.3|17222.95|52757.1|75345.11|48826.86|207738.46|478810.77|24503.73|56182.53|97434.24|1.84|1.76|1.67
U46|2024/3/7|2024|1|U1919|1.61|2.12|9.3|13.53|7.24|24.2|15.32|1.99|4.79|0|0|31|04|1|95|4|1|vivo|18488.46|19641.5|51524.34|63901.03|13210.57|28233.94|25549.19|24867.66|35913.83|14640.93|13341.35|5126.91|24394.93|31468.54|918.13|1108.23|3312.36|0.22|0.51|0.62|0.6|0.12|0.5|0.13|19510.0|248.65|0.29|681.05|1060.27|2904.09|12477.54|33565.22|94533.1|43358.67|209744.25|450815.77|18000.47|58178.7|82565.78|1.95|0.22|0.51
U47|2024/3/15|2024|1|U2063|9.79|1.47|9.56|12.85|3.46|18.14|4.16|2.02|0.64|1|1|41|02|1|87|4|0|vivo|12277.48|20041.2|80055.02|53574.46|23283.69|13290.62|24675.61|48368.25|38185.05|13877.85|11570.24|5733.46|29635.38|23828.33|647.93|2824.76|4754.96|0.27|0.76|0.99|0.1|0.25|0.8|0.8|14296.19|401.39|0.76|94.52|25.97|1664.76|13463.12|35503.32|78538.94|46795.54|256961.72|510839.75|24214.73|45450.11|79612.63|0.25|1.74|0.95
U48|2024/3/8|2024|1|U3314|9.57|1.73|1.33|10.62|2.4|3.14|5.12|3.84|4.53|1|0|33|03|1|110|5|1|小米|12881.08|25479.45|63834.66|117217.94|25621.27|13412.79|19160.83|45482.63|38649.46|16515.57|17863.84|3642.88|19853.55|31112.3|1320.98|1395.45|2049.65|0.29|0.97|0.83|0.33|0.6|0.92|0.18|15301.92|558.31|0.75|89.94|1048.65|320.14|16610.45|34919.39|95971.95|45635.17|168000.21|544672.07|15439.42|40493.83|81040.31|0.26|0.22|1.22
U49|2024/3/2|2024|1|U3444|3.47|0.38|8.5|6.2|5.91|10.71|1.74|9.36|3.19|3|1|27|03|0|95|5|0|OPPO|16660.99|41770.05|98356.96|145208.06|19411.43|15119.31|24372.54|34870.36|34960.39|15440.84|18831.51|5997.41|25970.05|26888.78|526.45|1972.59|3690.11|0.77|0.8|0.43|0.01|0.87|0.94|0.26|14806.6|350.13|0.27|577.36|1177.77|2116.95|11134.1|59752.23|94601.06|45923.45|161809.05|468556.13|19666.61|47733.22|93269.76|1.37|0.59|0.26
U50|2024/3/4|2024|1|U3321|6.95|3.56|12.26|13.71|5.59|7.89|13.81|6.49|0.38|1|0|55|05|1|109|2|0|OPPO|11626.94|38791.0|57254.93|128649.11|18881.37|26560.07|17932.59|44880.05|43313.94|12758.88|16110.52|6483.68|23775.87|31431.04|1368.58|1989.8|3441.59|0.91|0.38|0.37|0.56|0.43|0.62|0.91|14139.63|541.2|0.4|923.04|1242.37|2081.23|14516.75|53800.9|69184.93|34999.85|196319.63|327337.32|16837.81|46036.66|72835.55|1.87|0.88|1.44
U51|2024/3/21|2024|1|U2232|9.25|4.85|12.31|17.28|1.8|18.15|7.53|9.04|0.21|2|1|48|03|0|91|2|0|小米|13028.37|32055.82|59539.89|83776.05|11347.89|27663.04|13068.7|28391.05|77520.5|11237.93|12985.61|6282.45|24572.66|32781.4|986.02|3329.75|2543.95|0.83|0.68|0.8|0.98|0.32|0.44|0.93|7658.65|409.33|0.23|585.53|1734.49|3557.76|11072.83|45660.37|61437.72|45779.78|238049.31|511361.75|16407.81|54258.95|74045.63|0.97|0.3|1.35
